IP,REG,fi,seg,result_class,FUC,INS,INS_FULL,Masked,Crash,Dynamic Execution,Masked%,Crash%,INS_type
4010ad,rdx,89850667,2361,crash,<lud_omp._omp_fn.1>,add,"add, %rsi,%rdx",0,1,33.157887,79.60199005,20.39800995,INTEGER
4010ad,rdx,89888333,4183,crash,<lud_omp._omp_fn.1>,add,"add, %rsi,%rdx",0,1,33.171789,79.60199005,20.39800995,INTEGER
4010a9,xmm0,89899474,4868,masked,<lud_omp._omp_fn.1>,mulss,"mulss, (%rdx),%xmm0",1,0,33.175902,79.60199005,20.39800995,FP
4010b0,rflags,89899632,12911,crash,<lud_omp._omp_fn.1>,cmp,"cmp, %eax,%ebx",0,1,33.17596,79.10447761,20.89552239,CONDITION
4010ad,rdx,89909295,5008,masked,<lud_omp._omp_fn.1>,add,"add, %rsi,%rdx",1,0,33.179527,79.10447761,20.89552239,INTEGER
4010ad,rdx,89938109,14733,crash,<lud_omp._omp_fn.1>,add,"add, %rsi,%rdx",0,1,33.190162,78.60696517,21.39303483,INTEGER
4010a9,xmm0,89947328,13892,masked,<lud_omp._omp_fn.1>,mulss,"mulss, (%rdx),%xmm0",1,0,33.193565,78.60696517,21.39303483,FP
4010a9,xmm0,89963530,6397,masked,<lud_omp._omp_fn.1>,mulss,"mulss, (%rdx),%xmm0",1,0,33.199545,78.10945274,21.89054726,FP
401180,rflags,89986440,2210,masked,<lud_omp._omp_fn.0>,cmp,"cmp, %eax,%ebx",1,0,33.208001,78.60696517,21.39303483,CONDITION
401175,rax,90001323,12387,crash,<lud_omp._omp_fn.0>,add,"add, $0x1,%rax",0,1,33.213494,78.60696517,21.39303483,INTEGER
401179,xmm0,90001991,1153,masked,<lud_omp._omp_fn.0>,mulss,"mulss, (%rdx),%xmm0",1,0,33.213741,78.10945274,21.89054726,FP
401175,rax,90015952,13242,masked,<lud_omp._omp_fn.0>,add,"add, $0x1,%rax",1,0,33.218894,78.10945274,21.89054726,INTEGER
401180,rflags,90029694,1478,masked,<lud_omp._omp_fn.0>,cmp,"cmp, %eax,%ebx",1,0,33.223966,78.10945274,21.89054726,CONDITION
401179,xmm0,90031488,9084,masked,<lud_omp._omp_fn.0>,mulss,"mulss, (%rdx),%xmm0",1,0,33.224628,77.6119403,22.3880597,FP
401175,rax,90032009,14398,masked,<lud_omp._omp_fn.0>,add,"add, $0x1,%rax",1,0,33.224821,77.6119403,22.3880597,INTEGER
