IP,REG,fi,seg,result_class,FUC,INS,INS_FULL,Masked,Crash,Dynamic Execution,Masked%,Crash%,INS_type
49261c,xmm0,14357973,822,masked,<hypre_UnorderedIntSetCreate._omp_fn.0>,cmp,"cmp, %rax,%rdx",1,0,98.768099,85.08771929824562,14.912280701754383,CONDITION
48036e,rdx,14360312,480,masked,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,cmp,"cmp, %rcx,%rdx",1,0,98.784215,85.84070796460178,14.15929203539823,CONDITION
4804f4,rflags,14362220,948,masked,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,movsd,"movsd, (%r8,%rax,8),%xmm0",1,0,98.797361,85.71428571428571,14.285714285714286,UnKnown
480360,xmm1,14382788,418,masked,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,mov,"mov, (%rdi,%rdx,8),%rax",1,0,98.939076,85.58558558558559,14.414414414414416,DATAXFER
492618,rax,14384818,280,masked,<hypre_UnorderedIntSetCreate._omp_fn.0>,add,"add, $0x8,%rcx",1,0,98.953063,85.45454545454545,14.545454545454543,INTEGER
493e42,rflags,14416480,1037,masked,<new_format>,test,"test, %r8,%r8",1,0,99.171218,85.3211009174312,14.678899082568808,CONDITION
461f3d,rax,14455221,238,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,mov,"mov, (%r9,%rax,8),%rdx",1,0,99.438147,85.18518518518519,14.814814814814817,DATAXFER
470314,rsp,14468166,437,masked,<hypre_ParMatmul._omp_fn.4>,cmpq,"cmpq, $0x0,0x78(%r14)",1,0,99.527339,85.98130841121495,14.018691588785046,UnKnown
461fd5,rax,14493514,827,masked,<hypre_ParCSRRelaxThreads._omp_fn.1>,push,"push, %rbp",1,0,99.701989,85.84905660377359,14.150943396226417,STACK
42822f,rsi,14512375,547,masked,<hypre_BoomerAMGBuildMultipass>,mov,"mov, (%rdx,%rax,8),%rsi",1,0,99.831944,86.66666666666667,13.333333333333334,DATAXFER
46fce5,r8,14513245,1449,masked,<hypre_ParMatmul_RowSizes._omp_fn.0>,lea,"lea, 0x0(,%rcx,8),%r10",1,0,99.837938,86.53846153846153,13.461538461538462,INTEGER
457290,rdi,14522076,1369,masked,<hypre_BoomerAMGCreate2ndS._omp_fn.10>,cmp,"cmp, (%r12),%rdi",1,0,99.898784,86.40776699029126,13.592233009708735,CONDITION
461f45,rax,14527288,1347,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,cmp,"cmp, %rsi,%rax",1,0,99.934696,86.27450980392157,13.72549019607843,CONDITION
424d22,rcx,14536766,934,masked,<hypre_BoomerAMGBuildMultipass._omp_fn.5>,lea,"lea, -0x1(%rsi),%rcx",1,0,100.0,87.12871287128714,12.871287128712872,INTEGER
