IP,REG,fi,seg,result_class,FUC,INS,INS_FULL,Masked,Crash,Dynamic Execution,Masked%,Crash%,INS_type
461f48,xmm0,9337935,113,crash,<hypre_ParCSRRelaxThreads._omp_fn.2>,mulsd,"mulsd, (%r8,%rdx,8),%xmm1",0,1,64.23477965,60.19900498,0.39801,FP
461f38,rax,9359310,643,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,movsd,"movsd, (%rdi,%rax,8),%xmm1",1,0,64.38182839,60.19900498,0.39801,UnKnown
4266ae,rdx,9362294,440,masked,<hypre_BoomerAMGBuildMultipass._omp_fn.9>,cmp,"cmp, %rax,(%rsi)",1,0,64.40235674,60.69651741,0.39303,CONDITION
46ff5a,,9390371,998,masked,<hypre_ParMatmul_RowSizes._omp_fn.0>,add,"add, $0x1,%rdi",1,0,64.59551172,61.19402985,0.38806,INTEGER
461f3d,rax,9440979,211,crash,<hypre_ParCSRRelaxThreads._omp_fn.2>,mov,"mov, (%r9,%rax,8),%rdx",0,1,64.94366812,61.19402985,0.38806,DATAXFER
48036a,rsi,9488642,61,crash,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,add,"add, $0x1,%rdx",0,1,65.27156447,61.19402985,0.38806,INTEGER
461f4e,rcx,9505067,18,masked,<hypre_ParCSRRelaxThreads._omp_fn.2>,subsd,"subsd, %xmm1,%xmm0",1,0,65.38455982,60.69651741,0.39303,FP
461f0b,rax,9508530,168,crash,<hypre_ParCSRRelaxThreads._omp_fn.2>,ucomisd,"ucomisd, 0x68(%rbx),%xmm1",0,1,65.40838344,61.19402985,0.38806,CONDITION
480376,rbx,9517809,694,masked,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,subsd,"subsd, %xmm0,%xmm1",1,0,65.47221807,61.19402985,0.38806,FP
461f41,rax,9520137,133,crash,<hypre_ParCSRRelaxThreads._omp_fn.2>,add,"add, $0x1,%rax",0,1,65.48823349,61.69154229,0.38308,INTEGER
411848,rax,9571864,550,crash,<hypre_BoomerAMGCoarsenPMIS._omp_fn.7>,mov,"mov, (%r11,%rcx,8),%r8",0,1,65.84408801,61.69154229,0.38308,DATAXFER
485857,rflags,9578659,15,masked,<hypre_IJMatrixSetValuesOMPParCSR._omp_fn.6>,mov,"mov, 0x78(%r13),%rax",1,0,65.89083404,62.18905473,0.37811,DATAXFER
48036a,rdx,9594952,304,crash,<hypre_CSRMatrixMatvecOutOfPlace._omp_fn.6>,add,"add, $0x1,%rdx",0,1,66.0029213,62.68656716,0.37313,INTEGER
461f4e,rflags,9619449,184,crash,<hypre_ParCSRRelaxThreads._omp_fn.2>,subsd,"subsd, %xmm1,%xmm0",0,1,66.17144776,62.68656716,0.37313,FP
